"nama","genre","asal"
"Fali Wiilmer","http://id.dbpedia.org/resource/Pop","Jakarta, DKI Jakarta, Indonesia"
"Fali Wiilmer","http://id.dbpedia.org/resource/Teen_pop","Jakarta, DKI Jakarta, Indonesia"
"Lobow","http://id.dbpedia.org/resource/Pop","Makassar, Sulawesi Selatan, Indonesia"
"Lobow","http://id.dbpedia.org/resource/Folk","Makassar, Sulawesi Selatan, Indonesia"
"Guntur Simbolon","http://id.dbpedia.org/resource/R&B","Jakarta, DKI Jakarta,  Indonesia"
"Guntur Simbolon","http://id.dbpedia.org/resource/Pop","Jakarta, DKI Jakarta,  Indonesia"
"Guntur Simbolon","http://id.dbpedia.org/resource/Gospel","Jakarta, DKI Jakarta,  Indonesia"
"Imanez","http://id.dbpedia.org/resource/Reggae","Indonesia"
"Bayu Risa","http://id.dbpedia.org/resource/R&B","Depok, Jawa Barat, Indonesia"
"Bayu Risa","http://id.dbpedia.org/resource/Electropop","Depok, Jawa Barat, Indonesia"
"Bayu Risa","http://id.dbpedia.org/resource/Soul","Depok, Jawa Barat, Indonesia"
"Bayu Risa","http://id.dbpedia.org/resource/Dance","Depok, Jawa Barat, Indonesia"
"Bayu Risa","http://id.dbpedia.org/resource/Techno","Depok, Jawa Barat, Indonesia"
"Bayu Risa","http://id.dbpedia.org/resource/Motown","Depok, Jawa Barat, Indonesia"
"Bayu Risa","http://id.dbpedia.org/resource/House","Depok, Jawa Barat, Indonesia"
"Oik Cahya Ramadlani","http://id.dbpedia.org/resource/Musik_populer","Salatiga, Indonesia"
"Yohanna Nainggolan","http://id.dbpedia.org/resource/Indie_pop","Medan, Sumatera Utara, Indonesia"
"Yohanna Nainggolan","http://id.dbpedia.org/resource/Gospel","Medan, Sumatera Utara, Indonesia"
"Mian Tiara","http://id.dbpedia.org/resource/Indie_pop","Indonesia"
"Mian Tiara","http://id.dbpedia.org/resource/Jazz","Indonesia"
"Mian Tiara","http://id.dbpedia.org/resource/Folk","Indonesia"
"Darryl Wezy","http://id.dbpedia.org/resource/Alternative_Rock","Jakarta, DKI Jakarta, Indonesia"
"Darryl Wezy","http://id.dbpedia.org/resource/Indie_Pop","Jakarta, DKI Jakarta, Indonesia"
"Zarro","http://id.dbpedia.org/resource/Jazz","Palu, Sulawesi Tengah, Indonesia"
"Zarro","http://id.dbpedia.org/resource/R&B","Palu, Sulawesi Tengah, Indonesia"
"Zarro","http://id.dbpedia.org/resource/Pop","Palu, Sulawesi Tengah, Indonesia"
"Zarro","http://id.dbpedia.org/resource/Folk","Palu, Sulawesi Tengah, Indonesia"
"Iwan Abdie","http://id.dbpedia.org/resource/Jazz","Batu, Malang, Jawa Timur, Indonesia"
"Iwan Abdie","http://id.dbpedia.org/resource/Pop","Batu, Malang, Jawa Timur, Indonesia"
"Frau","http://id.dbpedia.org/resource/Indie_pop","Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia"
"Frau","http://id.dbpedia.org/resource/Piano_pop","Yogyakarta, Daerah Istimewa Yogyakarta, Indonesia"
"T-Sha (7 Icons)","http://id.dbpedia.org/resource/Pop","Pekanbaru, Riau, Indonesia"
"Henny Purwonegoro","http://id.dbpedia.org/resource/Disko","Jakarta, DKI Jakarta, Indonesia"
"Henny Purwonegoro","http://id.dbpedia.org/resource/Pop","Jakarta, DKI Jakarta, Indonesia"
"Henny Purwonegoro","http://id.dbpedia.org/resource/Folk","Jakarta, DKI Jakarta, Indonesia"
"Elvyn G. Masassya","jazz, pop, pop religi, kontemporer dewasa, pop progresif, rock","Medan, Sumatera Utara, Indonesia"
"Ika Ratih Poespa","http://id.dbpedia.org/resource/Jazz","Indonesia"
"Kojek","hip hop, rap, folk rap","Jakarta, DKI Jakarta, Indonesia"
"Maharani Kahar","http://id.dbpedia.org/resource/Balada","Surabaya, Jawa Timur, Indonesia"
"Maharani Kahar","http://id.dbpedia.org/resource/Pop","Surabaya, Jawa Timur, Indonesia"
"Dessy Fitri","http://id.dbpedia.org/resource/Balada","Jakarta, DKI Jakarta, Indonesia"
"Dessy Fitri","http://id.dbpedia.org/resource/Pop","Jakarta, DKI Jakarta, Indonesia"
"Dessy Fitri","http://id.dbpedia.org/resource/Rock","Jakarta, DKI Jakarta, Indonesia"
"Dessy Fitri","http://id.dbpedia.org/resource/Gospel","Jakarta, DKI Jakarta, Indonesia"
"Elly Sunarya","http://id.dbpedia.org/resource/Country","Bandung, Jawa Barat, Indonesia"
"Elly Sunarya","http://id.dbpedia.org/resource/Pop","Bandung, Jawa Barat, Indonesia"
"Nani Sugianto","http://id.dbpedia.org/resource/Pop","Indonesia"
"Sierra Soetedjo","http://id.dbpedia.org/resource/Blues","Jakarta, DKI Jakarta, Indonesia"
"Sierra Soetedjo","http://id.dbpedia.org/resource/Jazz","Jakarta, DKI Jakarta, Indonesia"
"Sheila Dara Aisha","http://id.dbpedia.org/resource/Pop_rock","Bandung, Jawa Barat, Indonesia"
"Sheila Dara Aisha","http://id.dbpedia.org/resource/Pop","Bandung, Jawa Barat, Indonesia"
